source_ip,win_total_events,win_unique_hosts,win_unique_users,win_failed_logons,win_process_creations,win_privileged_logons,win_service_installs,win_rdp_logons,win_network_logons,win_off_hours_events,win_fail_ratio,win_priv_ratio,win_process_ratio,win_off_hours_ratio,zeek_total_conns,zeek_unique_dst_ips,zeek_unique_dst_ports,zeek_failed_conns,zeek_encrypted_conns,zeek_off_hours_conns,zeek_mean_duration,zeek_mean_orig_bytes,zeek_mean_resp_bytes,zeek_total_orig_bytes,zeek_mean_bytes_ratio,zeek_mean_orig_pkts,zeek_fail_ratio,zeek_encrypted_ratio,zeek_off_hours_ratio,zeek_dst_diversity,threat_score,is_anomaly,ind_high_fail_ratio,ind_high_upload_ratio,ind_high_port_spread,ja3_never_seen_conns,ja3_rare_conns,ja3_known_c2_conns,ja3_min_frequency,ind_ja3_c2_match
192.168.10.136,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,319.0,309.0,8.0,83.0,40.0,150.0,16.011147335423196,3414718.8181818184,254026.33855799373,1089295303.0,33.07147840894894,2438.58934169279,0.2601880877742947,0.12539184952978055,0.4702194357366771,0.025889967637540454,0.7409482755781708,1,1,0,0,1.0,40.0,0.0,8.145909531528744e-06,0
91.108.56.77,338.0,197.0,169.0,45.0,56.0,10.0,7.0,58.0,148.0,167.0,0.13313609467455623,0.029585798816568046,0.16568047337278108,0.4940828402366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7388103096455916,1,0,0,0,0.0,0.0,0.0,,0
192.168.2.233,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,278.0,269.0,10.0,58.0,35.0,136.0,16.465115107913668,2763922.794964029,247833.19064748203,768370537.0,24.992117407590978,1973.7194244604316,0.20863309352517986,0.12589928057553956,0.4892086330935252,0.03717472118959108,0.7360419906466956,1,0,0,0,1.0,35.0,0.0,8.145909531528744e-06,0
192.168.1.62,6.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.16666666666666666,0.0,0.5,291.0,282.0,9.0,82.0,29.0,158.0,14.871886597938145,3034622.2714776634,247839.36082474227,883075081.0,37.03076714110417,2167.1202749140894,0.281786941580756,0.09965635738831616,0.5429553264604811,0.031914893617021274,0.7348468534899926,1,0,0,0,2.0,30.0,0.0,8.145909531528744e-06,0
192.168.2.189,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,259.0,252.0,10.0,51.0,30.0,137.0,15.76372972972973,2125052.826254826,239017.70656370657,550388682.0,18.190291215760872,1517.3667953667953,0.1969111969111969,0.11583011583011583,0.528957528957529,0.03968253968253968,0.7305619859500595,1,0,0,0,3.0,30.0,0.0,8.145909531528744e-06,0
178.62.12.57,346.0,194.0,178.0,60.0,33.0,21.0,3.0,51.0,150.0,163.0,0.17341040462427745,0.06069364161849711,0.0953757225433526,0.47109826589595377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305208194672037,1,0,0,0,0.0,0.0,0.0,,0
203.0.113.248,370.0,194.0,168.0,59.0,50.0,17.0,4.0,46.0,168.0,172.0,0.15945945945945947,0.04594594594594595,0.13513513513513514,0.4648648648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7297962835917886,1,0,0,0,0.0,0.0,0.0,,0
8.8.8.120,329.0,193.0,173.0,83.0,39.0,14.0,7.0,56.0,149.0,167.0,0.25227963525835867,0.0425531914893617,0.11854103343465046,0.5075987841945289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7261184777397489,1,1,0,0,0.0,0.0,0.0,,0
103.75.190.173,360.0,189.0,183.0,78.0,40.0,9.0,3.0,54.0,151.0,183.0,0.21666666666666667,0.025,0.1111111111111111,0.5083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7215073010870705,1,1,0,0,0.0,0.0,0.0,,0
1.1.1.234,341.0,199.0,170.0,71.0,36.0,8.0,8.0,43.0,156.0,152.0,0.20821114369501467,0.02346041055718475,0.10557184750733138,0.44574780058651026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721462850417834,1,0,0,0,0.0,0.0,0.0,,0
10.10.3.201,3.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,297.0,289.0,10.0,72.0,38.0,152.0,15.242346801346802,1980633.686868687,245231.33333333334,588248205.0,16.416881837599913,1414.2289562289561,0.24242424242424243,0.12794612794612795,0.5117845117845118,0.03460207612456748,0.7181037893111402,1,1,0,0,1.0,39.0,0.0,8.145909531528744e-06,0
178.62.12.139,365.0,206.0,172.0,68.0,38.0,15.0,5.0,57.0,152.0,169.0,0.1863013698630137,0.0410958904109589,0.10410958904109589,0.46301369863013697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712298235482044,1,0,0,0,0.0,0.0,0.0,,0
208.67.222.164,302.0,176.0,164.0,42.0,27.0,18.0,4.0,55.0,115.0,133.0,0.1390728476821192,0.059602649006622516,0.08940397350993377,0.44039735099337746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7113200507448401,1,0,0,0,0.0,0.0,0.0,,0
45.142.212.122,363.0,194.0,175.0,62.0,42.0,16.0,0.0,50.0,156.0,186.0,0.17079889807162535,0.0440771349862259,0.11570247933884298,0.512396694214876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7104102316678834,1,0,0,0,0.0,0.0,0.0,,0
172.16.0.211,4.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.25,0.0,0.0,0.75,295.0,284.0,9.0,57.0,33.0,160.0,15.522355932203391,4587481.620338983,263969.6881355932,1353307078.0,28.719936661686635,3276.2881355932204,0.19322033898305085,0.11186440677966102,0.5423728813559322,0.03169014084507042,0.7074525660669588,1,1,0,0,1.0,33.0,0.0,8.145909531528744e-06,0
103.75.190.149,345.0,196.0,171.0,48.0,61.0,11.0,4.0,43.0,161.0,163.0,0.1391304347826087,0.03188405797101449,0.17681159420289855,0.47246376811594204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7074119569669026,1,0,0,0,0.0,0.0,0.0,,0
178.62.12.169,285.0,170.0,154.0,43.0,49.0,4.0,2.0,37.0,126.0,133.0,0.15087719298245614,0.014035087719298246,0.17192982456140352,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7064832857987707,1,0,0,0,0.0,0.0,0.0,,0
10.30.2.149,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,290.0,281.0,8.0,68.0,34.0,140.0,15.972193103448275,5272014.368965517,253748.85862068966,1528884167.0,20.44696532724161,3765.2344827586207,0.23448275862068965,0.11724137931034483,0.4827586206896552,0.028469750889679714,0.7059017206718982,1,1,0,0,1.0,34.0,0.0,8.145909531528744e-06,0
10.40.0.96,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,278.0,271.0,10.0,60.0,27.0,126.0,14.91038129496403,2533240.4568345323,237628.57194244605,704240847.0,40.54905342468721,1808.9712230215828,0.2158273381294964,0.09712230215827339,0.45323741007194246,0.03690036900369004,0.7044934445357822,1,0,1,0,1.0,28.0,0.0,8.145909531528744e-06,0
208.67.222.250,352.0,204.0,170.0,70.0,36.0,12.0,6.0,58.0,146.0,149.0,0.19886363636363635,0.03409090909090909,0.10227272727272728,0.42329545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7043839754265131,1,0,0,0,0.0,0.0,0.0,,0
178.62.12.252,346.0,197.0,175.0,74.0,40.0,18.0,5.0,46.0,137.0,161.0,0.2138728323699422,0.05202312138728324,0.11560693641618497,0.4653179190751445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7038227127238038,1,0,0,0,0.0,0.0,0.0,,0
1.1.1.2,255.0,157.0,137.0,39.0,39.0,9.0,2.0,42.0,110.0,131.0,0.15294117647058825,0.03529411764705882,0.15294117647058825,0.5137254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7016469591789922,1,0,0,0,0.0,0.0,0.0,,0
103.75.190.110,377.0,199.0,180.0,54.0,46.0,10.0,3.0,55.0,155.0,178.0,0.14323607427055704,0.026525198938992044,0.1220159151193634,0.47214854111405835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7006258083663615,1,0,0,0,0.0,0.0,0.0,,0
203.0.113.209,292.0,173.0,165.0,53.0,16.0,18.0,4.0,38.0,111.0,165.0,0.1815068493150685,0.06164383561643835,0.0547945205479452,0.565068493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6983061080746473,1,0,0,0,0.0,0.0,0.0,,0
172.16.0.109,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,315.0,302.0,9.0,81.0,49.0,149.0,13.83266349206349,4362991.885714286,261790.64126984126,1374342444.0,20.741966427501993,3115.904761904762,0.2571428571428571,0.15555555555555556,0.473015873015873,0.029801324503311258,0.6975989359151726,1,1,0,0,4.0,50.0,0.0,8.145909531528744e-06,0
8.8.8.209,350.0,203.0,163.0,52.0,52.0,7.0,4.0,57.0,145.0,161.0,0.14857142857142858,0.02,0.14857142857142858,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970140138572322,1,0,0,0,0.0,0.0,0.0,,0
192.168.1.249,8.0,8.0,5.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.125,0.125,0.625,291.0,284.0,10.0,77.0,38.0,136.0,14.77360824742268,1379384.4776632302,229984.74226804124,401400883.0,13.712568306051791,984.7972508591065,0.2646048109965636,0.13058419243986255,0.46735395189003437,0.035211267605633804,0.6950191331183146,1,0,0,0,1.0,38.0,0.0,8.145909531528744e-06,0
94.102.49.196,359.0,193.0,167.0,68.0,48.0,11.0,5.0,39.0,170.0,187.0,0.1894150417827298,0.03064066852367688,0.13370473537604458,0.520891364902507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6948961717716687,1,0,0,0,0.0,0.0,0.0,,0
94.102.49.57,278.0,166.0,157.0,59.0,25.0,6.0,0.0,44.0,113.0,126.0,0.21223021582733814,0.02158273381294964,0.08992805755395683,0.45323741007194246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931325559928587,1,0,0,0,0.0,0.0,0.0,,0
10.10.3.225,5.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.0,0.2,0.2,326.0,313.0,8.0,78.0,49.0,162.0,15.82827300613497,2507380.411042945,252277.23926380367,817406014.0,67.79554265499887,1790.5,0.2392638036809816,0.15030674846625766,0.49693251533742333,0.025559105431309903,0.6924337717211262,1,1,1,0,1.0,49.0,0.0,8.145909531528744e-06,0
10.40.1.51,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,300.0,290.0,8.0,77.0,33.0,156.0,15.305103333333333,5540415.816666666,264527.7733333333,1662124745.0,64.43728362006273,3956.96,0.25666666666666665,0.11,0.52,0.027586206896551724,0.6924094143013864,1,1,1,0,1.0,33.0,0.0,8.145909531528744e-06,0
192.168.2.221,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,274.0,265.0,10.0,61.0,38.0,125.0,15.060682481751826,4662334.620437956,241800.87591240875,1277479686.0,21.278660305839807,3329.7445255474454,0.22262773722627738,0.1386861313868613,0.4562043795620438,0.03773584905660377,0.6920786190255004,1,0,0,0,0.0,38.0,0.0,8.145909531528744e-06,0
185.220.101.68,352.0,187.0,174.0,51.0,42.0,10.0,8.0,46.0,163.0,154.0,0.14488636363636365,0.028409090909090908,0.11931818181818182,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920245864059998,1,0,0,0,0.0,0.0,0.0,,0
10.40.0.148,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,275.0,268.0,10.0,79.0,23.0,138.0,14.779109090909092,994743.04,251777.65818181817,273554336.0,11.348209443898018,710.0472727272727,0.2872727272727273,0.08363636363636363,0.5018181818181818,0.03731343283582089,0.6883383223915309,1,0,0,0,0.0,23.0,0.0,8.145909531528744e-06,0
